"iata","name","city","subd","country","lat","lon","iso"
"EMD","Emerald Airport","Emerald","Queensland","Australia","-23.5675","148.179","AU"
"ERB","Ernabella Airport","","South Australia","Australia","-26.2633","132.18201","AU"
"EPR","Esperance Airport","","Western Australia","Australia","-33.6844","121.823","AU"
"EVD","Eva Downs Airport","Eva Downs","Northern Territory","Australia","-18.001","134.86301","AU"
"EVH","Evans Head Aerodrome","","New South Wales","Australia","-29.0933","153.42","AU"
"EXM","Exmouth Airport","","Western Australia","Australia","-22.0333","114.1","AU"
"FRB","Forbes Airport","Forbes","New South Wales","Australia","-33.3636","147.935","AU"
"KFE","Fortescue - Dave Forrest Aerodrome","Cloudbreak Village","Central Sulawesi","Australia","0.0","119.42916","AU"
"FLY","Finley Airport","","New South Wales","Australia","-35.6667","145.55","AU"
"FLS","Flinders Island Airport","","Tasmania","Australia","-40.0917","147.993","AU"
"FVL","Flora Valley Airport","","Western Australia","Australia","-18.2833","128.41701","AU"
"FIK","Finke Airport","Finke","Northern Territory","Australia","-25.5947","134.58299","AU"
"FOS","Forrest Airport","","Western Australia","Australia","-30.8381","128.11501","AU"
"FOT","Forster (Wallis Is) Airport","","New South Wales","Australia","-32.2042","152.479","AU"
"FIZ","Fitzroy Crossing Airport","","Western Australia","Australia","-18.1819","125.559","AU"
"GBP","Gamboola Airport","","Queensland","Australia","-16.55","143.66701","AU"
"GAH","Gayndah Airport","","Queensland","Australia","-25.6144","151.619","AU"
"GBL","South Goulburn Is Airport","","Northern Territory","Australia","-11.65","133.382","AU"
"GUH","Gunnedah Airport","","New South Wales","Australia","-30.9611","150.25101","AU"
"GOO","Goondiwindi Airport","","Queensland","Australia","-28.5214","150.32001","AU"
"GDD","Gordon Downs Airport","Gordon Downs","Western Australia","Australia","-18.6781","128.592","AU"
"GGD","Gregory Downs Airport","","Queensland","Australia","-18.625","139.233","AU"
"GET","Geraldton Airport","","Western Australia","Australia","-28.7961","114.707","AU"
"GFN","Grafton Airport","","New South Wales","Australia","-29.7594","153.03","AU"
"GBW","Ginbata","Ginbata","Western Australia","Australia","-22.57867","120.03941","AU"
"GBV","Gibb River Airport","","Western Australia","Australia","-16.4233","126.445","AU"
"GKL","Great Keppel Is Airport","","Queensland","Australia","-23.1833","150.942","AU"
"GLT","Gladstone Airport","Gladstone","Queensland","Australia","-23.8697","151.22301","AU"
"GUL","Goulburn Airport","","New South Wales","Australia","-34.8103","149.726","AU"
"GLG","Glengyle Airport","","Queensland","Australia","-24.8083","139.60001","AU"
"GEX","Geelong Airport","","Victoria","Australia","-38.225","144.33299","AU"
"GLI","Glen Innes Airport","","New South Wales","Australia","-29.675","151.689","AU"
"GLM","Glenormiston Airport","","Queensland","Australia","-22.8883","138.825","AU"
"GVP","Greenvale Airport","","Queensland","Australia","-18.9833","145.117","AU"
"GPN","Garden Point Airport","","Northern Territory","Australia","-11.4025","130.422","AU"
"GSC","Gascoyne Junction Airport","","Western Australia","Australia","-25.05","115.2","AU"
"GTE","Groote Eylandt Airport","Groote Eylandt","Northern Territory","Australia","-13.975","136.46001","AU"
"GFF","Griffith Airport","Griffith","New South Wales","Australia","-34.2508","146.067","AU"
"GTT","Georgetown Airport","","Queensland","Australia","-18.305","143.53","AU"
"GEE","Georgetown (Tas) Airport","","Tasmania","Australia","-41.08","146.84","AU"
"GYP","Gympie Airport","","Queensland","Australia","-26.2828","152.702","AU"
"HWK","Wilpena Pound Airport","Hawker","South Australia","Australia","-31.85591","138.46808","AU"
"HXX","Hay Airport","","New South Wales","Australia","-34.5314","144.83","AU"
"HVB","Hervey Bay Airport","Hervey Bay","Queensland","Australia","-25.3189","152.88","AU"
"HUB","Humbert River Airport","","Northern Territory","Australia","-16.48967","130.63028","AU"
"HRY","Henbury Airport","","Northern Territory","Australia","-24.55","133.217","AU"
"HIP","Headingly Airport","","Queensland","Australia","-21.3333","138.283","AU"
"HIG","Highbury Airport","","Queensland","Australia","-16.4333","143.14999","AU"
"HID","Horn Island Airport","Horn Island","Queensland","Australia","-10.5864","142.28999","AU"
"HLL","Hillside Airport","","Western Australia","Australia","-21.75","119.417","AU"
"HCQ","Halls Creek Airport","","Western Australia","Australia","-18.2339","127.67","AU"
"HMG","Hermannsburg Airport","","Northern Territory","Australia","-23.93","132.80499","AU"
"HLT","Hamilton Airport","","Victoria","Australia","-37.6489","142.065","AU"
"HOK","Hooker Creek Airport","","Northern Territory","Australia","-18.3367","130.638","AU"
"MHU","Mount Hotham Airport","Mount Hotham","Victoria","Australia","-37.0475","147.334","AU"
"HTU","Hopetoun Airport","","Victoria","Australia","-35.7153","142.36","AU"
"HSM","Horsham Airport","","Victoria","Australia","-36.6697","142.173","AU"
"HAT","Heathlands Airport","","Queensland","Australia","-11.75","142.58299","AU"
"HGD","Hughenden Airport","","Queensland","Australia","-20.815","144.22501","AU"
"IDK","Indulkana Airport","","South Australia","Australia","-26.9667","133.325","AU"
"IFL","Innisfail Airport","","Queensland","Australia","-17.5594","146.01199","AU"
"IFF","Iffley Airport","","Queensland","Australia","-18.9","141.217","AU"
"IGH","Ingham Airport","","Queensland","Australia","-18.6606","146.15199","AU"
"IKP","Inkerman Airport","","Queensland","Australia","-16.275","141.442","AU"
"INJ","Injune Airport","","Queensland","Australia","-25.85","148.533","AU"
"INM","Innamincka Airport","","South Australia","Australia","-27.7","140.733","AU"
"IVW","Inverway Airport","Inverway","Northern Territory","Australia","-17.8411","129.64301","AU"
"ISI","Isisford Airport","","Queensland","Australia","-24.2583","144.425","AU"
"IVR","Inverell Airport","","New South Wales","Australia","-29.8883","151.144","AU"
"JAB","Jabiru Airport","","Northern Territory","Australia","-12.6583","132.89301","AU"
"JUN","Jundah Airport","","Queensland","Australia","-24.8417","143.058","AU"
"JCK","Julia Creek Airport","","Queensland","Australia","-20.6683","141.72301","AU"
"JUR","Jurien Bay Airport","","Western Australia","Australia","-30.3","115.033","AU"
"UBU","Kalumburu Airport","","Western Australia","Australia","-14.2883","126.632","AU"
"KDB","Kambalda Airport","","Western Australia","Australia","-31.1833","121.6","AU"
"KAX","Kalbarri Airport","","Western Australia","Australia","-27.69","114.262","AU"
"KBY","Streaky Bay Airport","","South Australia","Australia","-32.8358","134.293","AU"
"KBJ","Kings Canyon Airport","","Northern Territory","Australia","-24.26","131.49001","AU"
"KCS","Kings Creek Airport","","Northern Territory","Australia","-24.4233","131.83501","AU"
"KRA","Kerang Airport","","Victoria","Australia","-35.7514","143.939","AU"
"KNS","King Island Airport","","Tasmania","Australia","-39.8775","143.87801","AU"
"KBB","Kirkimbie Station Airport","Kirkimbie","Northern Territory","Australia","-17.7792","129.21001","AU"
"KFG","Kalkgurung Airport","","Northern Territory","Australia","-17.4319","130.808","AU"
"KOH","Koolatah Airport","","Queensland","Australia","-15.9167","142.45","AU"
"KKP","Koolburra Airport","Koolburra","Queensland","Australia","-15.3189","143.955","AU"
"KRB","Karumba Airport","","Queensland","Australia","-17.4567","140.83","AU"
"KML","Kamileroi Airport","","Queensland","Australia","-19.375","140.05701","AU"
"KPS","Kempsey Airport","","New South Wales","Australia","-31.0744","152.77","AU"
"KNI","Katanning Airport","","Western Australia","Australia","-33.7167","117.633","AU"
"KWM","Kowanyama Airport","Kowanyama","Queensland","Australia","-15.4856","141.75101","AU"
"KPP","Kalpowar Airport","","Queensland","Australia","-14.9","144.2","AU"
"KGY","Kingaroy Airport","","Queensland","Australia","-26.5808","151.841","AU"
"KGC","Kingscote Airport","","South Australia","Australia","-35.7139","137.521","AU"
"KUG","Kubin Airport","","Queensland","Australia","-10.225","142.218","AU"
"LWH","Lawn Hill Airport","","Queensland","Australia","-18.5683","138.63499","AU"
"LGH","Leigh Creek Airport","","South Australia","Australia","-30.5983","138.42599","AU"
"LNO","Leonora Airport","Leonora","Western Australia","Australia","-28.8781","121.315","AU"
"LEL","Lake Evella Airport","","Northern Territory","Australia","-12.4989","135.806","AU"
"LFP","Lakefield Airport","","Queensland","Australia","-14.9333","144.2","AU"
"LDH","Lord Howe Island Airport","Lord Howe Island","New South Wales","Australia","-31.5383","159.077","AU"
"IRG","Lockhart River Airport","","Queensland","Australia","-12.7869","143.30499","AU"
"LTP","Lyndhurst Airport","Lyndhurst","Queensland","Australia","-19.1958","144.371","AU"
"LIB","Limbunya Station Airport","","Northern Territory","Australia","-17.25","129.883","AU"
"LDC","Lindeman Island Airport","Lindeman Island","Queensland","Australia","-20.4536","149.03999","AU"
"LSY","Lismore Airport","Lismore","New South Wales","Australia","-28.8303","153.25999","AU"
"LNH","Lake Nash Airport","","Northern Territory","Australia","-20.9667","137.91701","AU"
"BBL","Ballera Airport","","Queensland","Australia","-27.4083","141.808","AU"
"LKD","Lakeland Airport","","Queensland","Australia","-15.8333","144.85001","AU"
"LOC","Lock Airport","Lock","South Australia","Australia","-33.5442","135.69299","AU"
"LOA","Lorraine Airport","","Queensland","Australia","-18.9933","139.907","AU"
"LTV","Lotus Vale Airport","Lotus Vale","Queensland","Australia","-17.0483","141.37601","AU"
"LUU","Laura Airport","","Queensland","Australia","-15.55","144.45","AU"
"LHG","Lightning Ridge Airport","","New South Wales","Australia","-29.4567","147.98399","AU"
"LRE","Longreach Airport","Longreach","Queensland","Australia","-23.4342","144.28","AU"
"LUT","New Laura Airport","","Queensland","Australia","-15.1833","144.367","AU"
"LER","Leinster Airport","","Western Australia","Australia","-27.8433","120.703","AU"
"LVO","Laverton Airport","","Western Australia","Australia","-28.6136","122.424","AU"
"TGN","Latrobe Valley Airport","","Victoria","Australia","-38.2072","146.47","AU"
"LZR","Lizard Island Airport","","Queensland","Australia","-14.6667","145.45","AU"
"UBB","Mabuiag Island Airport","Mabuiag Island","Queensland","Australia","-9.95","142.183","AU"
"AVV","Avalon Airport","Melbourne","Victoria","Australia","-38.0394","144.46899","AU"
"ABX","Albury Airport","Albury","New South Wales","Australia","-36.0678","146.95799","AU"
"MRG","Mareeba Airport","","Queensland","Australia","-17.0692","145.41901","AU"
"MBB","Marble Bar Airport","","Western Australia","Australia","-21.1633","119.833","AU"
"XMC","Mallacoota Airport","","Victoria","Australia","-37.5983","149.72","AU"
"MFP","Manners Creek Airport","","Northern Territory","Australia","-22.1","137.983","AU"
"MLR","Millicent Airport","","South Australia","Australia","-37.5836","140.366","AU"
"DGE","Mudgee Airport","Mudgee","New South Wales","Australia","-32.5625","149.61099","AU"
"MQA","Mandora Airport","Mandora","Western Australia","Australia","-19.7383","120.838","AU"
"MNW","Macdonald Downs Airport","","Northern Territory","Australia","-22.4667","135.233","AU"
"MKR","Meekatharra Airport","","Western Australia","Australia","-26.6117","118.548","AU"
"MEB","Melbourne Essendon Airport","","Victoria","Australia","-37.7281","144.90199","AU"
"MIM","Merimbula Airport","Merimbula","New South Wales","Australia","-36.9086","149.901","AU"
"MLV","Merluna Airport","","Queensland","Australia","-13.05","142.483","AU"
"MGT","Milingimbi Airport","Milingimbi Island","Northern Territory","Australia","-12.0944","134.894","AU"
"MNG","Maningrida Airport","Maningrida","Northern Territory","Australia","-12.0561","134.23399","AU"
"GSN","Mount Gunson Airport","Mount Gunson","South Australia","Australia","-31.4597","137.174","AU"
"MGV","Margaret River (Station) Airport","","Western Australia","Australia","-18.6217","126.883","AU"
"MQZ","Margaret River Airport","","Western Australia","Australia","-33.9306","115.1","AU"
"MVU","Musgrave Airport","","Queensland","Australia","-14.7833","143.5","AU"
"HBA","Hobart International Airport","Hobart","Tasmania","Australia","-42.8361","147.50999","AU"
"MHO","Mount House Airport","","Western Australia","Australia","-17.055","125.71","AU"
"MCV","McArthur River Mine Airport","McArthur River Mine","Northern Territory","Australia","-16.4425","136.084","AU"
"MQL","Mildura Airport","Mildura","Victoria","Australia","-34.2292","142.086","AU"
"XML","Minlaton Airport","","South Australia","Australia","-34.75","137.533","AU"
"MIH","Mitchell Plateau Airport","Mitchell Plateau","Western Australia","Australia","-14.7914","125.824","AU"
"MWY","Miralwyn Airport","","New South Wales","Australia","-30.15","147.33501","AU"
"MTQ","Mitchell Airport","","Queensland","Australia","-26.4833","147.937","AU"
"MJP","Manjimup Airport","","Western Australia","Australia","-34.2653","116.14","AU"
"WLE","Miles Airport","","Queensland","Australia","-26.8083","150.175","AU"
"LST","Launceston Airport","Launceston","Tasmania","Australia","-41.5453","147.214","AU"
"MBW","Melbourne Moorabbin Airport","Melbourne","Victoria","Australia","-37.9758","145.10201","AU"
"WUI","Murrin Murrin Airport","","Western Australia","Australia","-28.7053","121.891","AU"
"MEL","Melbourne International Airport","Melbourne","Victoria","Australia","-37.6733","144.843","AU"
"MMM","Middlemount Airport","","Queensland","Australia","-22.8025","148.705","AU"
"MTL","Maitland Airport","","New South Wales","Australia","-32.7033","151.48801","AU"
"WME","Mount Keith Airport","","Western Australia","Australia","-27.2864","120.555","AU"
"ONR","Monkira Airport","","Queensland","Australia","-24.8167","140.533","AU"
"MSF","Mount Swan Airport","","Northern Territory","Australia","-22.6","135.017","AU"
"OXY","Morney Airport","","Queensland","Australia","-25.3583","141.433","AU"
"MMG","Mount Magnet Airport","","Western Australia","Australia","-28.1161","117.842","AU"
"OOR","Mooraberree Airport","","Queensland","Australia","-25.25","140.983","AU"
"MRZ","Moree Airport","Moree","New South Wales","Australia","-29.4989","149.845","AU"
"MET","Moreton Airport","Moreton","Queensland","Australia","-12.4442","142.638","AU"
"MIN","Minnipa Airport","","South Australia","Australia","-32.8433","135.145","AU"
"MQE","Marqua Airport","Marqua","Northern Territory","Australia","-22.8058","137.25101","AU"
"MOV","Moranbah Airport","Moranbah","Queensland","Australia","-22.0578","148.077","AU"
"RRE","Marree Airport","","South Australia","Australia","-29.6633","138.065","AU"
"MWB","Morawa Airport","","Western Australia","Australia","-29.2017","116.022","AU"
"MYA","Moruya Airport","Moruya","New South Wales","Australia","-35.8978","150.144","AU"
"MTD","Mount Sanford Station Airport","","Northern Territory","Australia","-16.9783","130.55499","AU"
"UTB","Muttaburra Airport","","Queensland","Australia","-22.5833","144.533","AU"
"MGB","Mount Gambier Airport","","South Australia","Australia","-37.7456","140.785","AU"
"ONG","Mornington Island Airport","","Queensland","Australia","-16.6625","139.17799","AU"
"MNQ","Monto Airport","","Queensland","Australia","-24.8858","151.10001","AU"
"MUQ","Muccan Station Airport","Muccan Station","Western Australia","Australia","-20.6589","120.067","AU"
"MNE","Mungeranie Airport","Mungeranie","South Australia","Australia","-28.0092","138.657","AU"
"MYI","Murray Island Airport","Murray Island","Queensland","Australia","-9.91667","144.05499","AU"
"MVK","Mulka Airport","Mulka","South Australia","Australia","-28.3478","138.64999","AU"
"MUP","Mulga Park Airport","","Northern Territory","Australia","-25.9","131.66701","AU"
"MKV","Mount Cavenagh Airport","","Northern Territory","Australia","-25.9667","133.2","AU"
"MXU","Mullewa Airport","","Western Australia","Australia","-28.475","115.517","AU"
"MWT","Moolawatana Airport","","South Australia","Australia","-29.9167","139.75","AU"
"MXD","Marion Downs Airport","","Queensland","Australia","-23.3667","139.66701","AU"
"MBH","Maryborough Airport","","Queensland","Australia","-25.5133","152.715","AU"
"MYO","Myroodan Station Airport","","Western Australia","Australia","-18.1167","124.267","AU"
"RTY","Merty Merty Airport","","South Australia","Australia","-28.5833","140.317","AU"
"NMR","Nappa Merrie Airport","","Queensland","Australia","-27.5583","141.133","AU"
"NRA","Narrandera Airport","Narrandera","New South Wales","Australia","-34.7022","146.51199","AU"
"NAA","Narrabri Airport","Narrabri","New South Wales","Australia","-30.3192","149.827","AU"
"RPM","Ngukurr Airport","","Northern Territory","Australia","-14.7228","134.74699","AU"
"NBH","Nambucca Heads Airport","Nambucca Heads","New South Wales","Australia","-30.65","153.0","AU"
"NLS","Nicholson Airport","","Western Australia","Australia","-18.05","128.89999","AU"
"NAC","Naracoorte Airport","","South Australia","Australia","-36.9853","140.72501","AU"
"NRG","Narrogin Airport","","Western Australia","Australia","-32.93","117.08","AU"
"RVT","Ravensthorpe Airport","","Western Australia","Australia","-33.7972","120.208","AU"
"NSV","Noosa Airport","","Queensland","Australia","-26.4233","153.063","AU"
"NSM","Norseman Airport","","Western Australia","Australia","-32.21","121.755","AU"
"NTN","Normanton Airport","","Queensland","Australia","-17.6836","141.07001","AU"
